x,0,1,2,3,4,5,6,7,8,9,10,sum
2,1,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.0009765625,1.9990234375
3,1,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.012345679012345678,0.00411522633744856,0.0013717421124828531,0.0004572473708276177,0.00015241579027587258,5.080526342529086e-05,1.6935087808430286e-05,1.499991532456096
4,1,0.25,0.0625,0.015625,0.00390625,0.0009765625,0.000244140625,6.103515625e-05,1.52587890625e-05,3.814697265625e-06,9.5367431640625e-07,1.3333330154418945
5,1,0.2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1.024e-07,1.2499999744
6,1,0.16666666666666666,0.027777777777777776,0.004629629629629629,0.0007716049382716049,0.0001286008230452675,2.143347050754458e-05,3.5722450845907635e-06,5.953741807651273e-07,9.92290301275212e-08,1.65381716879202e-08,1.1999999966923656
7,1,0.14285714285714285,0.02040816326530612,0.0029154518950437317,0.00041649312786339027,5.9499018266198606e-05,8.499859752314087e-06,1.2142656789020123e-06,1.7346652555743034e-07,2.478093222249005e-08,3.5401331746414354e-09,1.1666666660766445
8,1,0.125,0.015625,0.001953125,0.000244140625,3.0517578125e-05,3.814697265625e-06,4.76837158203125e-07,5.960464477539063e-08,7.450580596923828e-09,9.313225746154785e-10,1.1428571427240968
9,1,0.1111111111111111,0.012345679012345678,0.0013717421124828531,0.00015241579027587258,1.6935087808430286e-05,1.8816764231589208e-06,2.0907515812876897e-07,2.3230573125418773e-08,2.581174791713197e-09,2.8679719907924413e-10,1.1249999999641505
10,1,0.1,0.01,0.001,0.0001,1e-05,1e-06,1e-07,1e-08,1e-09,1e-10,1.1111111111
